user_id	user_screen_name	influence	credibility	n_rumors_propagated	n_rumors_stifled
735090955066441000	Accounting Directory	0.414457	0.474658	44	25
606265402	GadgetInfoNews	0.101926	0.067574	22	26
37476973	Rodney George	0.534847	0.025955	11	17
548350992	Steve G	0.573429	0.011997	18	17
772109849861709000	Euan Anderssonn	0.562967	0.543801	18	30
101358252	Jorge Costa	0.370061	0.88586	17	43
4001539815	Steven Booth	0.926315	0.458723	38	48
106198534	Faith Matters	0.138174	0.465948	31	5
14942730	raffpantucci	0.871114	0.495483	47	1
11882242	sunildvr	0.001306	0.985901	30	11
2917438329	??? ??? ?????	0.540653	0.69656	6	8
2788225609	PoliticsUKDistilled	0.4973	0.026068	17	34
789501139	Francis Jenkins	0.797017	0.680518	27	17
623220946	Elaine Foster	0.682262	0.393786	44	10
358677759	Ian Young	0.257815	0.959384	35	42
2929179196	Growing Digital	0.16696	0.79928	5	21
17186566	eikoku	0.732886	0.219409	27	22
16548560	gustavo otto	0.309643	0.015565	6	37
1119695227	Lynda	0.872588	0.42057	23	49
717858251	HSD Economics	0.971805	0.05262	2	9
49667012	Leigh Morley	0.629954	0.182356	2	41
18167651	Staedtler	0.773673	0.745751	35	33
12415612	Ciprian Mocanu	0.120716	0.304075	13	42
15002660	Andy S	0.33779	0.904637	7	25
101793666	New Mom Finances	0.194713	0.733821	17	40
2207694743	Madelaine Piel	0.590767	0.002974	15	45
210903693	Father Jack	0.846715	0.655355	6	29
1415659284	Emily Strong	0.216884	0.623369	44	46
1071248130	terrysteel	0.186952	0.441115	27	3
76295384	Melle Garschagen	0.129577	0.07925	19	34
726074215	Simon Tilford	0.533252	0.555658	29	16
517631587	iMOBiLE	0.488954	0.346944	7	30
17166900	Nicholas da Costa	0.867797	0.700067	22	42
788305837915770000	Natasha J Michaels	0.138262	0.654196	10	23
391437534	Kashif Ali	0.743588	0.431776	43	28
78114024	Wolfmandrzej Stepien	0.777892	0.319073	22	5
63703257	Franj	0.702841	0.883086	21	30
311238828	harissa	0.555598	0.65985	34	45
2718102598	seth owens	0.017881	0.276067	38	23
2339314650	Open Source TV	0.340661	0.034232	15	35
3127651429	Nicola Emma Kate 48%	0.185022	0.566121	3	48
486640279	Chris Bailey	0.676287	0.859345	6	50
523017281	shahzaib hussain	0.560071	0.754859	20	46
2354958390	David Storey	0.412449	0.009327	11	5
37168201	John A Morrison	0.134042	0.62697	18	22
784406878960902000	Vincent	0.407292	0.825363	15	40
7204192	Cassandra	0.102005	0.427328	33	40
931270074	Boogie	0.583507	0.285431	36	31
1605611377	Met-Kastrati	0.626342	0.419759	32	25
630039359	iclare euscot	0.459954	0.162448	31	29
19928184	Nate Hardispooky	0.060541	0.886711	15	47
492576578	John Irving	0.712017	0.95787	36	39
2363187666	Social Media Sharks	0.520069	0.332202	8	26
142230413	Ian Birrell	0.784918	0.197555	25	49
1539311448	Roland Smith	0.250277	0.439674	27	40
65466158	Pedro da Costa	0.15968	0.895393	26	24
1177517922	Sterling Immigration	0.550009	0.421772	44	46
18541636	Matthew Holehouse	0.471498	0.751822	44	17
25544270	Eirini	0.755211	0.973981	2	5
2846868083	Financial Trends	0.886264	0.772759	30	29
3065629961	Zach Richardson	0.968573	0.937969	32	25
28640933	Jude Kirton-Darling	0.34954	0.958925	40	45
4298716648	Value's Vector	0.761255	0.368739	2	28
1555990141	Gordon Bennett	0.941176	0.894481	38	16
547251513	acquabenecomune v.a.	0.689267	0.490574	38	6
33932623	Karthikeyan L	0.071195	0.262724	29	33
292299258	DavidMcCredie	0.759218	0.251647	26	37
2592703994	Tobi Asehinde	0.780146	0.182724	29	23
359314002	CADCI	0.656286	0.479467	42	26
95000293	Holidays Travel ?	0.248162	0.758755	32	17
966442706	Wok Chi Steve	0.946061	0.680566	9	7
241940246	Justino Proano	0.112619	0.408371	10	18
769891373080281000	Diane Milburn	0.242046	0.051489	23	20
2844107699	Emir of Jockistan	0.829109	0.912067	26	38
14293301	Leighton Andrews	0.448104	0.915905	33	50
11328412	Andreas Kotes	0.712937	0.204049	25	5
2263731636	Modern Tech Feed	0.225072	0.119015	17	37
266616883	allan mackenzie	0.745094	0.614698	15	31
205770556	i newspaper	0.996872	0.514217	43	37
451998269	Estella XWardCross	0.234012	0.486974	18	23
2560752095	Brendan	0.495467	0.989016	30	10
404337301	ntinatz	0.338001	0.819985	31	29
19003991	Berlaymont	0.877762	0.859965	8	7
494026634	H.N.N | HugeNetwork	0.234299	0.740052	31	12
65322179	Open Europe	0.16954	0.504823	7	34
991296727	Dilys Davies	0.067549	0.921188	44	20
279909885	David Sisk	0.059785	0.074748	22	25
2783958585	Jase Carroll	0.837431	0.047842	17	2
351857271	JamButty	0.333369	0.695166	31	50
2888729354	Investing Insight	0.116281	0.750783	7	50
299983531	Juan	0.663054	0.54647	36	30
2455301558	Gareth Corsi	0.230215	0.429027	40	36
711897664183517000	Gareth Healy	0.4473	0.609249	24	38
2718882891	Reg	0.356364	0.637177	3	46
1111228656	Werewolf	0.111929	0.321377	12	41
16315104	DeniseCouper	0.487467	0.872131	50	18
72588786	L4zick	0.829629	0.607808	24	6
1182978553	Rav Reehal	0.273912	0.351963	5	6
344777143	John Kersey	0.028762	0.658276	47	34
2338414994	Aaron Vincent	0.000198	0.371341	16	24
131145566	Carryduff Red	0.184451	0.817552	28	36
218544880	Jim Kent	0.28129	0.099045	41	22
3596682315	HuffFeed News	0.571117	0.23128	35	9
2928019319	Martin Davies	0.448321	0.454348	6	2
740318593234161000	Biha	0.379757	0.268837	47	7
754006427937624000	SIRS	0.759774	0.663923	40	40
23568222	Phil BC	0.201954	0.11145	50	19
711881270	jabbar kaddem Doaim	0.437305	0.450257	47	43
35580436	Sharon Dyer	0.22485	0.203275	27	13
111408385	Simon	0.597993	0.722593	39	35
28153563	campbell s w	0.984588	0.196463	23	22
18601508	Mike Phelan	0.685695	0.33569	43	12
575880373	Cam Bird	0.976517	0.000257	20	50
1506301	Dave Briggs ??	0.146349	0.829749	17	26
570789542	Finance Follow	0.746201	0.829473	12	31
747491433658060000	dankerohe	0.125947	0.405184	21	39
2327434344	Velvet Russell	0.215355	0.257208	16	47
5434332	Matt Temple	0.749921	0.078924	10	41
91584999	Rosamund Urwin	0.788725	0.821997	36	28
219425028	Still Yes	0.59675	0.859755	1	48
718564180094283000	Esther ten Wolthuis	0.421767	0.673841	13	46
185317908	Prashant Jha	0.54781	0.47125	19	33
142798738	Bokonon	0.8468	0.321542	25	5
59532544	[Restricted] Animal	0.31215	0.248496	20	3
65461837	Martyn Evans	0.41572	0.760968	42	18
433937025	Patenta Peru	0.661007	0.640446	26	17
536177285	Asif Pervez	0.158885	0.189742	21	20
2673002813	World Economic News	0.460005	0.821611	19	10
240674138	Jenny Eeles	0.193086	0.613135	46	15
106403087	Kathy Roddy	0.953998	0.273775	49	12
754006427937624000	SIRS	0.181335	0.860545	39	30
4298716648	Value's Vector	0.459347	0.809712	1	20
175943475	Khalfan Bin Ahmed	0.619326	0.901736	27	30
24194455	WopotYaer	0.551672	0.812877	9	12
2330883598	Cooky	0.611486	0.124668	19	33
230709596	JIM KELLY	0.457397	0.499254	50	11
3815995399	Laurie Brown	0.792454	0.156121	13	5
263862097	Angie Kenny	0.691238	0.174462	12	45
614559817	aryo ishinomaki	0.863605	0.13368	18	45
3493351161	dasinteressant	0.377768	0.927916	45	39
349049168	CaroB	0.305517	0.814883	19	17
292987643	Jennifer Fearn	0.568554	0.307664	14	17
28082856	Duncan Moore	0.971695	0.530961	1	47
3141633336	Foster Elliot Ltd.	0.45322	0.452807	19	35
280327286	Armand Scheiffele	0.473223	0.499859	28	17
2891278293	Terminal4u	0.406044	0.552784	25	12
36026362	Left Leanerâ„¢	0.357622	0.95525	22	30
2593099882	Tune-in	0.672891	0.271269	25	28
734927609335812000	Kelly Meeric	0.562133	0.962401	43	9
4849724160	Bot Hunter	0.240772	0.231497	48	45
529156492	viju	0.967388	0.130538	10	15
126399441	Jeannette Marshall	0.474886	0.129803	27	16
746185770709377000	anystuffs4you	0.169277	0.894296	47	36
720624236814016000	Jean Logronos	0.335261	0.195313	26	40
30196444	HouseOfTwitsLab	0.187122	0.106313	6	8
15935709	Lucie M Goulet	0.450252	0.267604	19	4
34697179	Ovie	0.542323	0.737536	1	18
1626592638	Benson	0.720269	0.153543	17	11
744116547686391000	latestnews@tech-cent	0.849834	0.121476	46	2
2252437764	Adam Khoo	0.429757	0.812062	48	32
741327062	#COLORTHEWORLD	0.742326	0.931596	23	26
92908918	VIPINDAS	0.542156	0.587635	46	49
545952528	Property Reporter	0.302913	0.695676	43	3
292987643	Jennifer Fearn	0.852324	0.984756	22	10
200659435	Mike Mighall	0.326386	0.06914	11	20
1924986319	Kostenlos Web	0.993114	0.17678	27	36
4120303007	Revista IndigoPlaya	0.178051	0.50443	32	13
48030694	Andrew O'Connor	0.211662	0.950043	4	41
58763283	Gary P Randall	0.84425	0.611067	23	2
1550472188	Martin M Laidlaw	0.128336	0.624655	44	14
721962431392526000	Alaska Porn	0.77702	0.521127	9	33
29188599	Venice Laura	0.48394	0.571025	34	16
614017869	Keesha	0.739168	0.158965	37	8
302720208	Adrian Berry	0.15313	0.820531	3	48
2304179845	Teuku Rauzin	0.196656	0.499619	12	49
745277158235463000	Daily News Pick	0.617403	0.998511	12	2
2304189097	Sudrajat Kosasih	0.708278	0.746839	28	46
619127835	YoungMrMiyagi	0.386605	0.659218	1	9
790299553018834000	Stock Marlet News	0.121497	0.79174	31	23
203652187	Angela Veysey	0.248771	0.203842	16	40
119160232	Ron Thomas	0.045858	0.772187	40	13
4170892575	Dr Alex Gates	0.090362	0.891516	26	46
510925946	Suzie Leighton	0.332328	0.920799	38	31
2929179196	Growing Digital	0.743417	0.437295	38	2
709413460065570000	EUref & environment	0.537102	0.734245	12	7
24772952	Antonio	0.31072	0.033349	23	50
574284134	Lee Martin	0.610938	0.218341	32	23
113537305	Mobeen Chughtai	0.603923	0.639906	21	2
1496636863	LizzieB	0.439886	0.124955	38	4
18721353	sianushka	0.9619	0.284233	46	22
28193730	Booutique	0.005464	0.191035	20	34
27687745	Mark Berry	0.183493	0.66389	34	34
172669353	grÃ©gory polosecki	0.970659	0.017637	8	2
110566780	fariq Ilahi	0.074949	0.388532	18	10
723251650174017000	Live EU Debate	0.627992	0.260686	29	20
4449744433	T Shirt	0.761465	0.799786	37	30
1855157431	WESTERN CONTINENTAL	0.21244	0.680661	4	32
2593521048	Graham Gooch	0.331675	0.895128	2	33
935008970	Marchwood IFA	0.667901	0.49086	18	39
3359904598	We Get #News	0.376043	0.198829	31	28
707780597268226000	Alica Burakova	0.266855	0.414926	44	46
2928019319	Martin Davies	0.516865	0.365563	10	34
164223820	Annie Gallop	0.689287	0.073747	17	30
212273141	Julie Carey	0.616327	0.896135	43	40
595510017	John Dalton	0.130339	0.806236	33	11
212367493	Chad Harris	0.086453	0.593421	10	9
707828120938749000	Poly Frecesh	0.601091	0.672522	46	10
22797771	Attila Bokor	0.347213	0.68231	8	24
612842397	Deano	0.402865	0.975738	35	7
2721681444	Robert Charleston	0.264933	0.185355	44	41
2327875854	UndebPlaidCymru	0.610413	0.59126	4	29
25065023	Cece ????	0.699879	0.471429	4	39
765300133	Rj Romie	0.215017	0.933323	4	45
3815995399	Laurie Brown	0.989696	0.757998	3	19
4405278269	Margaret White	0.846018	0.620203	8	42
452724983	carlos gonzalez	0.250528	0.460945	2	20
33936958	PM Kelly	0.78444	0.51523	32	48
4697290478	Abu Jaied Bhuiyan	0.359461	0.250176	12	15
291294103	Pete Clarke	0.960095	0.995246	26	37
3054249673	â€ 	0.611197	0.356354	21	11
1626592638	Benson	0.75479	0.576128	10	1
19441933	Lavlena Sanotra	0.266953	0.401691	11	5
2538142993	Iuri Pohl #TimBeta	0.122121	0.542204	39	9
474440031	Fabric	0.807843	0.753033	18	11
81446233	Christine B. Garcia	0.894477	0.611898	21	21
387771643	Anarchista Barista	0.499254	0.938754	21	11
3052741316	Jeffrey F. Hoffman	0.319094	0.441757	20	29
70423163	Will Downing	0.319775	0.997699	16	45
17193019	Gabriel ArbesÃº	0.341936	0.574611	17	27
329698600	Paul Hodkinson	0.339472	0.464891	48	43
2294982169	Alan Gordon	0.398826	0.407333	24	38
4764122954	Papers International	0.059588	0.407714	34	32
597277600	Englishnorth	0.999235	0.646461	25	15
2482122501	The Down&Nerdy Hour	0.006015	0.6478	16	40
116819694	penelope shuttle	0.078022	0.921302	3	2
230658061	Abrar Shahriar ??	0.957085	0.540294	16	28
721280020199665000	CarpeJugulum 48%	0.001817	0.195691	10	15
3018769262	World News Box	0.334834	0.967009	5	26
786231302597009000	Skinto Flinto	0.450681	0.343604	46	18
31079404	john drummond	0.023172	0.655185	14	9
190826530	News & Artsâ„¢	0.494383	0.519195	30	46
283592330	Chris Cathrine	0.382957	0.529687	44	16
4916468539	Budrowb News	0.402823	0.328513	50	41
371701261	cycleoptic	0.775566	0.452091	40	22
129410589	Viktor Shaldybin	0.005187	0.370761	44	36
312224660	shirley young	0.389418	0.663218	13	22
55858339	Jonathing L. Horrid	0.827357	0.199636	23	41
19293346	Jonathan Flintham	0.221114	0.882141	29	41
416273680	Martin Zwart	0.628145	0.149753	6	43
470299857	Mairead Stickings	0.30007	0.896771	7	17
706870531635748000	SmarterBusiness LIVE	0.490214	0.890982	7	23
68361243	richard jenkins	0.302529	0.20171	48	29
734973770272780000	Silvia Hewrest	0.771333	0.23587	30	22
2595978877	rodney stewart adams	0.543678	0.912636	31	35
3346451062	?SociÃ©tÃ© Mattachine?	0.216893	0.559958	13	8
56370461	Saskia Bosch van Ros	0.196269	0.186655	34	46
83787658	Sudheer Gupta	0.512416	0.111295	9	10
3052095397	D'elle	0.173731	0.426487	27	1
207435031	FionaJayne	0.76215	0.254527	18	21
1935657481	Hipoteca Verde	0.909247	0.45175	17	25
200543096	CharlieH	0.223972	0.738765	12	42
345462945	John s	0.128189	0.65878	26	11
783755903539548000	CitizenOfTheWorld	0.384622	0.686874	45	50
3744533054	Fidel Cashflow ??	0.729496	0.603244	32	34
197562665	Cremat Ã©s poC	0.096794	0.020297	19	36
735756051526488000	Ana Perez	0.362933	0.422214	14	28
3209006351	b&news	0.987558	0.936297	6	42
186801259	Rehman	0.175254	0.804981	7	30
2392103005	Larry Z.	0.381567	0.461386	29	19
2304154250	I Made Kinan Pelor	0.739866	0.174519	5	33
784728904091176000	Msrebel	0.854364	0.059071	2	4
18474984	Sue Jameson	0.493937	0.159563	35	30
3979062316	Dotkmbe	0.526422	0.508607	37	2
377020573	Kevin McSpadden	0.711238	0.873308	18	27
2608822339	Tammy Williams	0.346146	0.291724	47	33
2654911207	Yaadlinks Radio	0.502167	0.318924	4	10
402522496	Anurag Vajpayee	0.938652	0.742275	18	31
35221272	Craig Booty	0.375697	0.967067	10	1
292987643	Jennifer Fearn	0.338215	0.396164	2	7
3946004772	Jenifersoflous	0.624269	0.597345	27	34
720396950	Sadye	0.525058	0.118785	14	32
1177878342	muhammad waseem	0.979839	0.407247	40	24
3131390992	Abbigail Swank	0.123484	0.418509	30	13
2839653928	Dan	0.939184	0.481841	7	31
53652001	Kyra F Hazelton	0.907533	0.51599	46	49
3091596063	newscreator	0.313979	0.251764	29	5
34415265	Zahid H Dar	0.437686	0.214717	35	17
179152655	Alex Tomlinson	0.195442	0.563044	22	15
708598205441777000	AnarcocranA	0.957386	0.590166	10	4
1487714155	Arpit Jain	0.078324	0.978082	5	6
483285909	PUMA CUATRO	0.359249	0.392433	23	4
3044818919	sarah barwood (Oor)	0.727711	0.062454	39	20
265556439	Thomas Griffiths	0.555364	0.012476	37	3
712939219	Des McGinn	0.818967	0.825786	12	39
1853894491	auntie_shaz	0.690283	0.762202	40	9
1058669876	Mr Biscuits	0.734711	0.808404	29	27
790786830	sean ro	0.052305	0.236717	4	44
210747105	Arthur O'Connor	0.858403	0.735146	12	14
615591345	Kevin Bushaw	0.596588	0.461001	32	16
1584070627	Biz Ins	0.107386	0.516738	43	1
102325185	4-traders.com	0.650565	0.662308	5	14
61481199	Jack	0.911894	0.840152	5	19
19546484	Viv Moriarty	0.04274	0.346863	11	45
727207201161490000	Finance Wizard	0.01441	0.634995	15	18
3266673671	paula whiteside	0.282256	0.368622	47	22
19399213	nick morris	0.126627	0.446221	31	26
2299823996	Chris Howe	0.697725	0.825927	40	3
3131571730	Cory Y Standby	0.495598	0.253348	21	21
328440716	Marianne	0.529732	0.566266	17	33
403392568	Diane E. Tourell	0.329041	0.944125	13	47
187516575	Kevin Sharpe	0.382744	0.809143	33	5
707113140824248000	Dan Cancian	0.423051	0.898774	41	50
446044578	bob	0.604763	0.112061	19	42
17989006	jacktiddy ?	0.265329	0.335588	45	28
296188478	Luddite	0.846926	0.34556	36	31
749318491380051000	technewsdir	0.208789	0.867399	19	42
173778066	Public Eye	0.988969	0.696954	17	42
15160326	John Stanners	0.674445	0.42704	33	49
738445942613938000	ZÃ¦Ã¦zlÃ© Ã†zy WhÃ¿Ã§lÃ¿ffs	0.533333	0.895137	40	47
292987643	Jennifer Fearn	0.053838	0.501435	13	11
733794935372189000	Ndunaka Alexius	0.093474	0.67142	8	50
906444762	Greg Yerbury	0.189704	0.97629	9	30
299583285	St-Omer	0.25361	0.283454	34	39
29548456	AppleTechBytes	0.168807	0.472807	38	22
15762390	Matthew Buck	0.548457	0.647237	20	1
2591323712	Abi Thomas	0.661246	0.233546	23	27
58463084	Perdita Barran	0.893953	0.599205	9	4
522634225	Brexit Home	0.475616	0.077196	45	2
4495996759	bufotenine	0.805277	0.597299	6	22
46121431	Colin W- Ratcliffe	0.924769	0.087958	39	47
3368912583	SNP Tweets	0.215689	0.393016	18	36
21188237	Currency Index	0.178652	0.750662	21	34
370119444	jeff mas	0.35938	0.356144	6	22
2430921283	James Phelps	0.471184	0.144034	1	43
353239455	IamwhoIam	0.057106	0.145032	16	37
185165488	Vikram Bhatt	0.978118	0.576344	5	49
2442513034	Milkshake man	0.210273	0.60676	27	31
1110222162	Simon Cox	0.653849	0.374343	34	44
25264158	Christian Guthier	0.546392	0.606538	31	7
2172476045	Bella Spandangle	0.394811	0.886652	46	37
36886619	(((Jenny Winder))) ?	0.141086	0.471475	8	30
4142247645	Mohamed Bishr	0.930367	0.750309	24	33
14515262	Mark Evison	0.003428	0.897088	39	37
28143888	Barbara Speed	0.666702	0.921622	14	24
749348659	ATHE1STP0WER/Kriz	0.601818	0.207306	39	12
4507121909	Islam is the Problem	0.050552	0.178779	28	17
90850945	Stephen Dart	0.000633	0.005382	47	18
24078019	Ed Brophy	0.268525	0.904316	37	29
3553459821	Purrtricia	0.095944	0.40184	48	7
351630233	Veronica	0.471944	0.350869	39	17
37779837	Auntie Shirley	0.165016	0.200455	12	22
4018950569	Trade News Analysis	0.531168	0.497561	22	25
492040007	Grumpypeet	0.281147	0.12802	26	45
131192086	Joe Thorpe	0.693186	0.858342	23	6
480290706	Rene Millman	0.499449	0.508862	20	45
763354486786195000	FOX News (Online)	0.802429	0.564176	14	3
762243130850676000	HuffFeed Int	0.996731	0.529885	9	10
267973291	Ludgate Finance	0.036963	0.68503	26	29
207441433	Bojan Pancevski	0.719654	0.233877	30	31
2270373860	Mamallysson	0.318307	0.810227	36	39
316534905	Cem Ulutash	0.739159	0.852833	35	35
2816638404	I RT MEP	0.408922	0.150082	25	34
524191650	Mark Colhoun	0.710092	0.76252	20	17
751814021297340000	Ministry For Brexit	0.433367	0.955801	26	17
27856025	Ben	0.08238	0.194164	34	30
757345976956747000	Deplorable Condition	0.953533	0.245075	5	14
1071789938	TrackChat	0.445919	0.439889	36	30
2344050265	Keith Best	0.196919	0.810058	15	28
326142866	Jammi N Rao	0.054409	0.88073	3	35
3001281460	Neil Wakely	0.021514	0.030818	5	15
744480047789146000	Maureen alcorn	0.30415	0.511246	49	33
21490014	Gunnerdon	0.172496	0.517504	18	28
306701915	Intology Limited	0.205997	0.924161	19	40
1497827502	Jane Dalton	0.641569	0.306793	48	31
232722563	Mike Santos	0.878297	0.375654	41	35
138075752	Institute for Gov	0.818091	0.825585	47	29
851815249	S MAYANA	0.656916	0.115819	6	14
2755751021	AngloAgnostic	0.091594	0.852769	33	11
68361243	richard jenkins	0.604553	0.702211	29	5
2698452517	Kliniku.NET	0.713013	0.965855	49	19
28100576	George	0.373845	0.008984	17	11
133831651	Sharon Westhead	0.480982	0.245153	18	7
28096651	?Juank	0.572142	0.222721	50	50
743574435895074000	Maciej Klimaszewski	0.119512	0.924472	37	23
536495781	William	0.448118	0.11215	18	14
3978769035	Clemens Steinbach	0.277907	0.58687	24	9
748940974152355000	Mark	0.240963	0.49511	2	12
746985479992709000	English_Ethnic_EU	0.868802	0.671544	22	46
399521244	Victor Postoyalko	0.209449	0.63644	24	15
1050470983	Mark Mather	0.659856	0.816644	2	23
115620628	Jean-Yves Naouri	0.060284	0.690114	8	30
191396911	ieeegreen	0.46402	0.757243	7	16
352660374	Hans Niesund	0.689245	0.836515	5	15
444818011	Jeffrey Buchanan	0.120896	0.691216	26	39
23606734	Abide With Chee	0.052189	0.986519	30	45
336640966	Roger Bowerman	0.263655	0.033345	21	48
723251650174017000	Live EU Debate	0.780605	0.973151	35	28
160952087	Nicola Sturgeon	0.593227	0.717744	6	37
1405748826	Nando	0.974556	0.815377	40	13
527469852	AndyHarley	0.904548	0.549062	15	30
3299222375	Gadget King	0.414701	0.793182	40	37
357545827	Louisa NoÃ«l	0.542772	0.241552	26	20
7714102	Eeeeee!an Thomas	0.383355	0.713645	26	28
968785651	Melissa R Andrews	0.4712	0.838809	33	35
20545573	Geof Walker	0.197133	0.321079	44	30
141870063	UK Property News	0.592504	0.178221	40	7
3235220435	UKIP Nonsense - 48%	0.348716	0.906077	8	11
2484797932	Kat_got_ur_tongue	0.293605	0.459715	17	30
2327875854	UndebPlaidCymru	0.919212	0.327976	34	50
1863001507	Andrew Chadwick	0.770374	0.693633	35	48
762057741577748000	SB Funding Partners	0.722947	0.235859	32	17
2267218434	Pavel	0.779646	0.616367	43	35
2799967928	Alphaseeker	0.542403	0.656145	9	3
160448735	???????	0.277889	0.577026	13	31
2474148703	Dynamo Accounts	0.145479	0.339747	42	26
2588100114	Ewan Lawry	0.315249	0.035913	2	45
2572675230	Rod Polisher	0.875581	0.307342	35	47
3051929058	Cheyanne Burnett	0.368447	0.94388	14	27
165051143	CreativeEuropeDeskUK	0.91341	0.717232	20	10
701056243847274000	Mike P	0.151987	0.537683	43	3
771820890	peter pobjecky	0.798547	0.921118	9	43
203652187	Angela Veysey	0.899596	0.933847	8	27
210818073	GlasgowCaledonianUni	0.513271	0.972283	48	32
3190963630	Facebook Service	0.995904	0.204831	31	7
38205332	evol evil	0.22267	0.187844	24	45
1628552390	Abi Wilkinson	0.254504	0.223644	31	39
